EmployeeID,EmployeeName,Employee_ID,Name,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Savings_Amount,Investments,Total_Expenditure,Profit,Class
EMP17695,Vivaan Agarwal,11,Employee_11,HR,96696,9670,11773,2523,954,72132,19492,3841,2412,6048,1678,15838,11148,33149,11980,High
EMP17696,Nikhil Pandey,2,Employee_2,Marketing,85984,4551,10280,1158,2300,66176,8628,7190,10088,1226,3303,8434,12807,30325,15840,High
EMP17697,Myra Verma,14,Employee_14,Tech,96322,13582,11591,2835,2952,65144,18916,7155,10120,2642,1640,14300,13503,40290,-717,Low
EMP17698,Sneha Agarwal,43,Employee_44,Sales,117332,15675,14004,2469,2936,81432,13431,5589,10771,4280,2326,14849,12534,36438,17445,High
EMP17699,Diya Mishra,29,Employee_30,HR,40231,2180,4665,2295,1291,29666,6271,7423,3644,5189,2098,6185,6594,24272,-8608,Low
EMP17700,Sanjay Malhotra,49,Employee_49,Marketing,95061,8522,11447,1321,505,73340,19709,3897,12873,4456,1931,7842,14034,42764,7726,Medium
EMP17701,Nikhil Chaudhary,12,Employee_12,Marketing,81560,7114,9481,1989,4845,56741,9158,7499,14254,1051,3849,6106,12252,35891,3335,Medium
EMP17702,Anika Chaudhary,27,Employee_26,Marketing,69451,4920,8240,1110,4930,49478,6158,5632,949,1358,3439,17560,9516,17282,4215,Medium
EMP17703,Ishaan Das,44,Employee_44,Sales,117399,15703,14104,2464,2997,81807,13510,5529,10941,4314,2311,15295,12369,36123,18573,High
EMP17704,Reyansh Saxena,33,Employee_33,Finance,109626,7911,13139,1714,2141,84081,16493,5135,8425,4974,2016,3887,2365,37005,42104,High
EMP17705,Aarav Nair,14,Employee_13,Tech,65503,8212,7729,1692,1402,45519,9702,6470,2648,4655,1042,10588,9263,24976,651,Low
EMP17706,Anika Kapoor,14,Employee_14,Tech,97505,13781,11540,2771,2945,65532,18789,7261,10247,2584,1601,14342,13474,40379,-1899,Low
EMP17707,Ananya Singh,23,Employee_24,Tech,42872,6142,5092,2715,2457,26445,7780,6298,8183,4915,1907,15172,1931,28543,-19961,Low
EMP17708,Reyansh Thakur,34,Employee_34,HR,65288,3630,7999,1670,1586,51099,15346,5205,2710,4661,3266,16223,10109,31135,-6537,Low
EMP17709,Sneha Sethi,44,Employee_44,Sales,117714,15764,14301,2450,2967,82224,13424,5486,10928,4341,2348,14967,12364,36629,17013,High
EMP17710,Anika Reddy,26,Employee_26,Marketing,68497,4865,8349,1179,4934,49828,6292,5559,979,1415,3437,17630,9314,17129,5050,Medium
EMP17711,Karan Mishra,21,Employee_21,HR,83110,5873,9991,1223,3994,62661,10970,6443,6616,4922,4503,3835,11704,33449,13424,High
EMP17712,Sanjay Sethi,27,Employee_28,Sales,103521,7847,12582,2225,834,81374,15114,3650,6835,6423,3400,19378,6244,35222,21006,High
EMP17713,Nikhil Malhotra,48,Employee_48,Finance,36590,2693,4307,1965,1114,25546,12560,6385,14327,6111,3324,8326,12628,42752,-38221,Low
EMP17714,Aditya Pillai,35,Employee_36,Marketing,35814,2779,4170,2846,772,24296,19759,5939,3512,6495,2010,5339,7039,37838,-24731,Low
EMP17715,Aadhya Sethi,40,Employee_40,Marketing,82663,6819,9870,2788,1094,61652,17490,5306,5652,6211,3077,15145,12262,38095,-3231,Low
EMP17716,Karan Sethi,1,Employee_2,Marketing,84829,4549,10166,1201,2241,66686,8843,7172,10084,1180,3318,8455,12842,30381,15764,High
EMP17717,Diya Patel,42,Employee_42,Marketing,87736,9561,10415,2024,1443,63899,11105,7665,3224,3126,1208,15978,1063,26645,20093,High
EMP17718,Aditya Patel,9,Employee_9,Tech,82647,6288,9905,1448,3067,62390,8517,7039,6757,6265,2882,6768,5310,31569,19464,High
EMP17719,Reyansh Mehta,23,Employee_23,HR,66367,6357,7823,2813,1093,48220,12294,7467,1627,1352,3628,19529,14652,26067,-12279,Low
EMP17720,Nikhil Trivedi,16,Employee_15,Sales,101283,14604,12005,2891,4883,65515,4930,7889,5358,5092,1065,5429,6964,24405,29338,High
EMP17721,Vivaan Arora,13,Employee_13,Tech,66159,8266,7796,1671,1344,46254,9837,6544,2680,4772,1016,10662,9306,24797,1501,Low
EMP17722,Amit Joshi,23,Employee_23,HR,67361,6297,8027,2791,1044,48106,12361,7509,1553,1401,3625,19682,14523,26377,-12826,Low
EMP17723,Aditya Chopra,17,Employee_17,Tech,46241,5542,5777,2950,1922,30790,9410,7262,14390,5980,2747,8932,9625,39711,-27596,Low
EMP17724,Aditya Mishra,49,Employee_48,Finance,35704,2612,4315,1966,1028,25645,12294,6405,14328,6135,3353,8292,12892,43063,-37950,Low
EMP17725,Vihaan Trivedi,2,Employee_2,Marketing,85196,4466,10327,1166,2333,67872,8767,7138,9855,1258,3345,8413,12884,30236,15453,High
EMP17726,Reyansh Mishra,20,Employee_20,Finance,74337,4236,8799,1501,2748,56308,16149,7001,3333,5485,1532,17170,4783,32892,825,Low
EMP17727,Neha Agarwal,20,Employee_20,Finance,72656,3996,8677,1473,2787,56792,15859,6935,3414,5417,1409,17629,4995,33512,406,Low
EMP17728,Arjun Gupta,46,Employee_46,Tech,70535,5627,8399,1873,3192,50570,12723,6571,7359,6542,1868,18772,8910,35175,-12515,Low
EMP17729,Ishaan Nair,2,Employee_3,Sales,85732,6162,10199,2218,2801,63704,18238,2999,12403,2300,3828,15618,6642,39687,1068,Low
EMP17730,Arjun Trivedi,12,Employee_12,Marketing,81200,7216,9779,1951,4843,56794,9054,7547,13999,1189,3759,5846,12106,35320,2368,Medium
EMP17731,Reyansh Gupta,39,Employee_40,Marketing,81889,6793,9857,2740,1066,62335,17601,5287,5724,6207,3037,15406,12143,37731,-3266,Low
EMP17732,Riya Malhotra,2,Employee_2,Marketing,85859,4505,10199,1200,2308,67439,8674,7145,10072,1225,3291,8501,12661,30494,14857,High
EMP17733,Neha Reddy,36,Employee_36,Marketing,35145,2883,4237,2853,826,24559,19768,5914,3591,6541,2079,5438,6849,37743,-25583,Low
EMP17734,Rahul Kulkarni,14,Employee_14,Tech,95960,13634,11510,2764,2979,64835,18928,7170,9934,2741,1676,14222,13584,39931,-2216,Low
EMP17735,Sanjay Khan,16,Employee_16,Tech,62489,3321,7308,2834,1171,46148,6347,6982,13419,1529,4153,19687,13792,32650,-18870,Low
EMP17736,Pooja Mehta,18,Employee_19,HR,32654,3690,3907,1459,2338,22106,5238,3643,11280,6201,1293,9550,1942,27581,-17616,Low
EMP17737,Aarav Pandey,34,Employee_34,HR,66080,3520,8000,1697,1531,50951,15246,5124,2547,4610,3199,16099,10219,30731,-5689,Low
EMP17738,Reyansh Saxena,44,Employee_44,Sales,118331,15840,14036,2455,2927,82213,13422,5519,11044,4340,2350,15219,12412,35940,17997,High
EMP17739,Sneha Kulkarni,46,Employee_46,Tech,68838,5323,8596,1883,3217,50172,12712,6562,7432,6517,1882,18881,8750,34754,-10964,Low
EMP17740,Sai Yadav,6,Employee_6,Sales,39578,2260,4821,1456,2891,26271,6492,4925,14397,1928,2587,10881,8425,29525,-20671,Low
EMP17741,Pooja Agarwal,13,Employee_13,Tech,63969,8017,7772,1699,1440,45069,9671,6620,2396,4676,1036,10698,9184,24906,260,Low
EMP17742,Shaurya Kapoor,36,Employee_36,Marketing,35639,2776,4302,2810,826,24510,19774,5941,3589,6587,1985,5487,6509,37653,-25959,Low
EMP17743,Vihaan Kapoor,23,Employee_22,Tech,37956,3421,4468,1693,1354,26601,9074,4548,2933,5419,2805,6477,7995,24889,-13208,Low
EMP17744,Vihaan Chaudhary,17,Employee_18,Sales,70942,6357,8517,2394,3533,50321,12156,7263,7401,1983,1995,9402,2269,31002,7974,Medium
EMP17745,Aarav Nair,12,Employee_12,Marketing,80355,7201,9642,1924,4884,57789,9129,7518,14285,1092,3807,5844,12309,35722,3946,Medium
EMP17746,Vivaan Mishra,30,Employee_30,HR,39273,1988,4686,2287,1301,29078,6218,7354,3483,5163,2064,6296,6447,24031,-7996,Low
EMP17747,Sai Sethi,40,Employee_40,Marketing,81250,6594,9653,2759,1076,61729,17657,5315,5854,6314,3067,15223,12096,38363,-3727,Low
EMP17748,Sanjay Das,7,Employee_7,Tech,50798,4455,6155,1426,2690,35783,16575,3641,9703,6366,1681,19632,12822,38307,-33704,Low
EMP17749,Riya Agarwal,32,Employee_32,Sales,69698,9995,8296,1224,1563,48816,9497,3877,14709,1852,4077,7179,5589,33427,2456,Low
EMP17750,Ananya Gupta,48,Employee_48,Finance,36401,2724,4233,1982,1116,25402,12586,6394,14656,6102,3416,8299,12840,42907,-38089,Low
EMP17751,Sneha Pillai,19,Employee_19,HR,32161,3505,3643,1483,2306,22296,5059,3610,11601,6178,1194,9472,2180,27728,-18729,Low
EMP17752,Priya Reddy,6,Employee_6,Sales,38939,2187,4859,1442,2884,27538,6228,4903,14299,1819,2541,10961,8574,29636,-21078,Low
EMP17753,Aditya Pandey,20,Employee_20,Finance,72717,4132,8641,1516,2771,56712,15739,6941,3561,5393,1525,17508,4855,33045,1189,Low
EMP17754,Reyansh Gupta,27,Employee_27,HR,49237,2627,6042,2049,1172,38670,18795,4529,1023,5951,1290,9880,7409,32039,-10829,Low
EMP17755,Rohit Mehta,43,Employee_43,Sales,99725,11959,11924,2948,2095,71485,10929,6517,1292,6619,4742,12571,11113,30150,18246,High
EMP17756,Rahul Saxena,37,Employee_37,Tech,82312,12226,9945,2555,1782,56728,8968,4284,13348,2537,4568,15567,1290,32974,6562,Medium
EMP17757,Sai Mehta,49,Employee_48,Finance,36485,2672,4284,2002,1069,25781,12359,6399,14467,6228,3334,8196,12655,43153,-37929,Low
EMP17758,Ishaan Chaudhary,7,Employee_7,Tech,50394,4467,6278,1433,2669,37517,16502,3481,10036,6238,1685,19406,12891,37725,-34133,Low
EMP17759,Nikhil Pillai,5,Employee_5,Tech,34518,4277,4197,2096,1535,23146,11123,3672,9230,3364,4393,13833,10528,31702,-33188,Low
EMP17760,Arjun Agarwal,11,Employee_11,HR,96347,9520,11641,2528,848,72095,18948,3891,2688,6185,1635,15521,10761,33567,11615,High
EMP17761,Aadhya Pandey,16,Employee_15,Sales,100938,14537,12139,2900,4881,66450,4828,8000,5235,4898,1063,5845,7187,24109,29337,High
EMP17762,Aarav Khan,3,Employee_3,Sales,85451,6099,10235,2195,2722,63705,18540,3010,12436,2333,3868,15665,6634,39841,1830,Low
EMP17763,Vivaan Yadav,5,Employee_5,Tech,36249,4437,4321,2101,1530,23456,11179,3616,8974,3390,4383,13736,10364,32089,-33578,Low
EMP17764,Reyansh Sharma,23,Employee_23,HR,66429,6255,8026,2784,1121,48289,12141,7498,1563,1323,3640,19654,14752,26664,-11641,Low
EMP17765,Sai Sharma,37,Employee_37,Tech,83682,12221,9988,2532,1732,56592,8740,4303,13162,2464,4617,15542,1481,32963,7239,Medium
EMP17766,Pooja Trivedi,9,Employee_9,Tech,82690,6206,10058,1430,3080,61976,8424,7089,6411,6235,2894,6602,5485,31255,17577,High
EMP17767,Aarav Iyer,14,Employee_15,Sales,99882,14550,12085,2882,4820,65788,5030,7903,5406,4961,1082,5696,7092,24590,30044,High
EMP17768,Rahul Kulkarni,4,Employee_3,Sales,85472,6110,10209,2191,2803,64044,18142,3048,12321,2281,3869,15904,6528,40042,885,Low
EMP17769,Sneha Jain,29,Employee_29,Sales,57133,6586,6863,1638,2442,38859,9410,6272,2369,6568,3644,11730,8456,27809,-9948,Low
EMP17770,Ananya Chopra,6,Employee_6,Sales,38628,2039,4594,1483,2880,28099,6271,4931,14038,1795,2580,11273,8314,30055,-20928,Low
EMP17771,Anika Patel,17,Employee_17,Tech,46977,5537,5583,2903,1802,31496,9367,7332,14268,5909,2719,8838,10018,39374,-27819,Low
EMP17772,Sai Bansal,26,Employee_26,Marketing,68357,4969,8279,1096,4943,50047,6089,5604,912,1443,3373,17542,9197,17113,5501,Medium
EMP17773,Manish Sharma,21,Employee_21,HR,83721,5857,10031,1190,4048,62294,10899,6457,6612,4813,4535,3724,12005,33591,12854,High
EMP17774,Vihaan Pillai,8,Employee_8,Sales,51187,4932,6243,1552,2338,36439,16208,5627,13721,1432,1968,2846,14113,39194,-19988,Low
EMP17775,Anika Pillai,22,Employee_21,HR,82792,5723,9932,1206,4017,63062,10882,6389,6945,4767,4574,3769,12220,33317,13571,High
EMP17776,Anika Jain,11,Employee_11,HR,97546,9515,11571,2562,864,71941,19071,3818,2659,6239,1634,15907,10909,33273,12352,High
EMP17777,Sara Mishra,39,Employee_38,Finance,72902,9596,8772,1831,2558,51338,9176,4290,12822,6648,1435,14673,1668,34646,619,Low
EMP17778,Kavya Kulkarni,7,Employee_8,Sales,51051,5021,6147,1559,2275,36058,16317,5639,13977,1456,1966,3428,14085,38816,-20943,Low
EMP17779,Diya Pillai,42,Employee_42,Marketing,86873,9781,10594,2050,1452,64156,11470,7651,3105,3151,1168,16374,966,26189,19994,High
EMP17780,Myra Chaudhary,24,Employee_24,Tech,41367,5938,4912,2722,2440,25941,7821,6283,7916,4970,1857,15546,2107,28822,-19840,Low
EMP17781,Kavya Iyer,35,Employee_35,Tech,45798,2520,5313,2804,1730,31522,13996,3319,13727,4048,3389,6771,7986,38121,-21486,Low
EMP17782,Kavya Iyer,13,Employee_14,Tech,97423,13529,11654,2778,2910,65626,18923,7159,10276,2668,1622,14480,13416,40030,-2936,Low
EMP17783,Krishna Trivedi,14,Employee_14,Tech,95662,13878,11654,2747,2965,65231,18903,7238,10132,2616,1625,14178,13543,39967,-1804,Low
EMP17784,Sai Sethi,9,Employee_10,Tech,60941,7863,7325,2105,2613,43283,17201,7798,7029,5742,2579,13774,4732,40352,-16724,Low
EMP17785,Sanjay Rana,12,Employee_12,Marketing,79944,7012,9559,1980,4821,57113,9247,7548,14116,1167,3778,5704,12103,35444,3000,Medium
EMP17786,Priya Gupta,38,Employee_38,Finance,72488,9308,8920,1827,2514,50693,9407,4295,12931,6756,1409,14343,1598,34654,768,Low
EMP17787,Vihaan Kapoor,44,Employee_44,Sales,117121,15826,14105,2445,2956,80662,13180,5579,10963,4319,2327,15208,12473,36365,17034,High
EMP17788,Sara Mehta,46,Employee_46,Tech,71204,5518,8362,1840,3058,50428,12445,6555,7265,6470,1829,18900,8728,34785,-11863,Low
EMP17789,Deepak Gupta,34,Employee_34,HR,65907,3605,7869,1693,1593,52355,15554,5142,2697,4675,3196,16174,10328,31175,-6512,Low
EMP17790,Ananya Pandey,41,Employee_41,Sales,74123,10578,8796,1246,2594,49579,7852,7765,4340,1363,1449,16369,6563,22644,4684,Medium
EMP17791,Arjun Rana,10,Employee_10,Tech,62166,7748,7432,2117,2702,42466,17212,7849,7141,5694,2600,13770,4594,40667,-16386,Low
EMP17792,Kavya Mehta,16,Employee_17,Tech,46265,5508,5505,2944,1873,30495,9317,7291,14053,5982,2697,9105,9838,39638,-27549,Low
EMP17793,Krishna Arora,18,Employee_17,Tech,47867,5514,5673,2967,1832,30858,9235,7384,14254,5974,2797,9091,9758,39738,-28171,Low
EMP17794,Sai Gupta,3,Employee_3,Sales,84312,6262,10083,2192,2727,63194,18010,3092,12513,2231,3877,15722,6255,39885,1925,Low
EMP17795,Pooja Khan,31,Employee_31,Marketing,62395,5493,7589,1350,4185,43316,18682,7420,11687,3480,3490,19157,1076,44445,-21679,Low
EMP17796,Karan Sethi,1,Employee_1,Marketing,114005,6891,13655,2516,2745,88450,9098,4828,2254,1875,3722,19995,2338,21601,44099,High
EMP17797,Nikhil Sethi,12,Employee_12,Marketing,80591,7124,9660,1971,4861,57847,8976,7499,14048,1072,3810,5771,12151,35768,3259,Medium
EMP17798,Anika Khan,39,Employee_39,Tech,60066,4129,7122,2853,4265,40882,10770,5533,13526,2888,1872,2672,11581,34094,-8943,Low
EMP17799,Shaurya Malhotra,4,Employee_4,Sales,51179,3694,5960,2548,3187,35312,6843,3680,6193,1798,2497,13153,10934,21017,-10166,Low
EMP17800,Rohit Trivedi,42,Employee_42,Marketing,86460,9616,10356,2041,1418,62761,11286,7690,2905,3147,1185,16242,841,26148,19678,High
EMP17801,Vihaan Patel,13,Employee_13,Tech,63838,8382,7908,1691,1413,46423,9668,6571,2446,4748,1043,10595,9356,24892,1487,Low
EMP17802,Sanjay Sharma,34,Employee_34,HR,65078,3573,8026,1671,1584,51681,15337,5149,2783,4563,3267,16054,10289,31071,-6016,Low
EMP17803,Pooja Trivedi,42,Employee_42,Marketing,87313,9601,10452,2044,1442,63365,11286,7773,3136,3102,1207,16098,767,26028,20770,High
EMP17804,Kavya Kapoor,21,Employee_21,HR,84062,5726,9992,1179,4043,62588,10886,6401,6740,4836,4615,3556,12309,33146,13773,High
EMP17805,Manish Nair,22,Employee_22,Tech,37791,3533,4588,1713,1465,27304,9137,4529,3033,5389,2818,6625,7793,25046,-12620,Low
EMP17806,Sai Mehta,4,Employee_4,Sales,50476,3444,6034,2528,3323,34465,6837,3741,6255,1848,2524,13140,10940,20785,-10414,Low
EMP17807,Deepak Yadav,17,Employee_18,Sales,70935,6356,8552,2371,3600,50257,12235,7204,7478,1957,2050,9543,2213,31078,7714,Medium
EMP17808,Vihaan Rana,5,Employee_5,Tech,36423,4434,4198,2060,1541,23450,11103,3599,9043,3355,4484,13738,10799,31718,-32232,Low
EMP17809,Rahul Yadav,19,Employee_19,HR,33811,3663,4090,1492,2333,21406,5177,3503,11798,6154,1227,9322,2144,27676,-17485,Low
EMP17810,Rohit Nair,2,Employee_2,Marketing,84921,4626,10041,1189,2235,67060,8652,7221,9730,1177,3282,8457,12817,30590,14714,High
EMP17811,Shaurya Khan,12,Employee_12,Marketing,79711,7189,9554,1984,4759,56697,9230,7525,13970,1142,3784,5920,12014,35539,3384,Medium
EMP17812,Aarav Khan,17,Employee_17,Tech,46534,5586,5684,2937,1828,30926,9401,7276,14274,5942,2734,8905,9663,39786,-27831,Low
EMP17813,Shaurya Sethi,10,Employee_10,Tech,62986,7810,7520,2107,2681,42293,17537,7855,7321,5736,2628,13731,4395,40661,-16182,Low
EMP17814,Priya Verma,34,Employee_34,HR,65914,3621,7926,1677,1564,51832,15352,5200,2828,4616,3199,16052,10382,31044,-4913,Low
EMP17815,Ananya Reddy,6,Employee_6,Sales,38994,2098,4640,1482,2887,27729,6421,4994,14069,1802,2538,11042,8583,30053,-20077,Low
EMP17816,Nikhil Patel,7,Employee_8,Sales,52444,4960,6138,1555,2239,36446,16164,5684,13704,1455,1926,3030,14124,39013,-19361,Low
EMP17817,Arjun Bansal,11,Employee_11,HR,97120,9744,11671,2508,906,71954,19191,3940,2340,6140,1631,15912,10836,33481,12304,High
EMP17818,Vivaan Pillai,12,Employee_12,Marketing,81169,7367,9594,1937,4766,56941,9278,7569,14044,1197,3758,5419,12186,35339,3178,Medium
EMP17819,Vivaan Kulkarni,9,Employee_9,Tech,82724,6193,9985,1420,3051,61247,8483,7077,6411,6285,2862,6587,5069,30988,18251,High
EMP17820,Shaurya Nair,2,Employee_2,Marketing,85350,4479,10194,1167,2266,68275,8896,7125,9727,1250,3337,8438,12778,30124,15960,High
EMP17821,Amit Agarwal,8,Employee_8,Sales,50766,5025,6175,1546,2374,36106,16022,5718,13826,1393,1948,3173,14030,39187,-20100,Low
EMP17822,Anika Pandey,12,Employee_11,HR,96641,9611,11757,2525,884,71684,19199,3791,2543,6151,1626,15974,10780,33143,12224,High
EMP17823,Myra Patel,37,Employee_36,Marketing,35525,2907,4223,2844,743,23657,19876,5898,3453,6646,1979,5498,6535,37745,-25273,Low
EMP17824,Reyansh Bansal,10,Employee_10,Tech,61453,7724,7576,2066,2618,43044,17031,7792,7130,5699,2622,13751,4519,40269,-15877,Low
EMP17825,Riya Sethi,20,Employee_21,HR,83517,5754,10003,1208,4025,61882,10904,6460,6767,4905,4531,3831,12150,33650,13269,High
EMP17826,Shaurya Mishra,19,Employee_20,Finance,74017,4262,8876,1482,2858,56634,16163,6985,3447,5483,1610,17610,4942,33073,1005,Low
EMP17827,Neha Mishra,48,Employee_48,Finance,35730,2691,4309,1950,1085,26244,12567,6354,14550,6161,3403,8092,13001,42738,-37507,Low
EMP17828,Rahul Chopra,9,Employee_8,Sales,50888,4810,6119,1530,2215,37058,16438,5810,13589,1422,1951,2917,13998,38958,-19635,Low
EMP17829,Priya Thakur,36,Employee_36,Marketing,36119,2800,4278,2808,817,24624,19720,5905,3298,6623,1998,5309,6972,37590,-26311,Low
EMP17830,Diya Mehta,29,Employee_29,Sales,57306,6644,6841,1661,2416,39001,9524,6234,2164,6482,3621,11856,8584,27620,-9215,Low
EMP17831,Priya Thakur,42,Employee_42,Marketing,86609,9715,10408,2050,1506,63589,11399,7726,3298,2986,1198,16314,791,26290,20014,High
EMP17832,Sai Rana,12,Employee_12,Marketing,81500,7003,9564,1968,4883,57197,9285,7496,14036,1041,3759,6118,12041,35773,3490,Medium
EMP17833,Ananya Sethi,14,Employee_14,Tech,95320,13683,11561,2774,2941,65769,18830,7175,9955,2562,1645,14604,13451,40122,-2779,Low
EMP17834,Ananya Reddy,49,Employee_48,Finance,36162,2710,4352,1998,1123,25987,12494,6345,14538,6144,3362,8318,12854,42865,-36668,Low
EMP17835,Arjun Nair,50,Employee_50,Marketing,91617,5041,11061,1515,1432,72437,12605,4056,13346,4830,3753,19440,10248,38059,4439,Medium
EMP17836,Arjun Iyer,21,Employee_21,HR,83571,5540,9948,1202,4020,62896,10684,6511,6764,4874,4530,3885,12047,33453,12680,High
EMP17837,Rohit Das,22,Employee_22,Tech,38240,3458,4551,1719,1427,27759,8942,4559,3115,5334,2826,6537,7942,25316,-11714,Low
EMP17838,Shaurya Nair,21,Employee_21,HR,82472,5767,9998,1200,4044,62918,10984,6492,6803,4847,4591,3764,12202,33426,13360,High
EMP17839,Shaurya Mehta,44,Employee_44,Sales,117555,15803,14015,2480,2955,80756,13216,5545,11198,4343,2309,15216,12667,36324,17573,High
EMP17840,Riya Sethi,50,Employee_50,Marketing,90428,5028,10943,1499,1483,70836,12633,4109,13325,4892,3720,19249,10360,38360,4756,Medium
EMP17841,Rohit Khan,30,Employee_30,HR,38178,2035,4685,2264,1338,29351,6011,7440,3654,5194,2052,6304,6755,24590,-8040,Low
EMP17842,Vivaan Kulkarni,39,Employee_39,Tech,58288,4213,7123,2891,4308,41627,10537,5472,13440,2829,1883,2862,12126,34387,-8224,Low
EMP17843,Diya Rana,21,Employee_20,Finance,72067,4179,8825,1488,2757,55748,15973,6959,3431,5358,1562,17586,5169,33358,303,Low
EMP17844,Reyansh Agarwal,24,Employee_24,Tech,41788,6121,5027,2795,2453,25235,7713,6360,7859,4907,1919,15312,1823,29053,-20378,Low
EMP17845,Sanjay Das,22,Employee_23,HR,65870,6154,8080,2777,1147,47645,12253,7446,1634,1428,3669,19863,14621,26559,-13778,Low
EMP17846,Sneha Reddy,7,Employee_7,Tech,51243,4428,6175,1464,2705,37007,16531,3576,9926,6296,1756,19641,13099,37660,-34128,Low
EMP17847,Sara Joshi,9,Employee_9,Tech,81955,6419,9896,1451,3087,61587,8685,7155,6563,6296,2919,6790,5496,31273,17815,High
EMP17848,Sara Sethi,0,Employee_1,Marketing,114201,6865,13763,2517,2715,87677,9130,4816,2198,1867,3773,19841,2480,22019,44097,High
EMP17849,Neha Jain,25,Employee_26,Marketing,69099,4792,8231,1107,4908,50171,6028,5525,944,1414,3431,17650,9081,17323,5478,Medium
EMP17850,Vihaan Arora,39,Employee_38,Finance,73991,9230,8761,1849,2536,51034,9484,4347,12933,6733,1411,14488,1627,34638,270,Low
EMP17851,Priya Pandey,38,Employee_38,Finance,73968,9405,8821,1850,2451,50464,9506,4267,12793,6645,1507,14684,1623,34906,-453,Low
EMP17852,Aditya Mishra,45,Employee_44,Sales,116807,15949,14047,2453,3011,80887,13450,5485,10861,4447,2285,15125,12251,36223,16660,High
EMP17853,Sneha Malhotra,23,Employee_22,Tech,38514,3452,4591,1694,1372,25974,9157,4584,3351,5380,2851,6730,7907,24976,-12952,Low
EMP17854,Riya Iyer,43,Employee_44,Sales,117039,15885,14047,2489,3019,82386,13243,5539,10931,4277,2316,15346,12472,36532,17088,High
EMP17855,Anika Yadav,10,Employee_10,Tech,64286,7645,7545,2095,2600,41502,17157,7901,6955,5803,2688,14143,4426,40315,-15635,Low
EMP17856,Aadhya Sharma,7,Employee_6,Sales,39351,2197,4655,1454,2878,27363,6615,4886,13901,1813,2571,10948,8286,29725,-22247,Low
EMP17857,Priya Sharma,18,Employee_17,Tech,46766,5220,5587,2942,1773,31278,9368,7336,14201,5743,2720,8897,9871,39551,-28153,Low
EMP17858,Amit Rana,50,Employee_50,Marketing,89727,5025,11013,1490,1464,72026,12507,4145,13125,4808,3735,19481,10089,38278,3755,Medium
EMP17859,Karan Sethi,38,Employee_38,Finance,71956,9309,8885,1828,2487,51230,9325,4232,12851,6727,1423,14444,1630,35110,98,Low
EMP17860,Diya Iyer,23,Employee_24,Tech,42721,6094,4978,2766,2421,26821,7820,6324,8174,4907,1824,14993,2163,28928,-19250,Low
EMP17861,Arjun Singh,10,Employee_10,Tech,62155,7775,7463,2114,2622,42085,17239,7862,7008,5861,2621,13932,4560,40098,-15947,Low
EMP17862,Aditya Sharma,8,Employee_8,Sales,51017,4908,6223,1548,2292,36410,16205,5688,13591,1502,1922,3254,14159,39035,-20167,Low
EMP17863,Nikhil Das,21,Employee_21,HR,82884,5684,9883,1192,4024,62534,10693,6514,6795,4749,4547,3972,12219,33290,13279,High
EMP17864,Sanjay Jain,6,Employee_6,Sales,39610,2127,4788,1454,2896,28803,6420,4923,14312,1856,2598,11053,8245,29748,-20762,Low
EMP17865,Nikhil Chopra,21,Employee_21,HR,82798,5900,10089,1206,4075,63219,10845,6451,6519,4801,4521,3757,12000,33158,12624,High
EMP17866,Krishna Chopra,40,Employee_39,Tech,59604,4050,7335,2878,4332,40513,10663,5497,13218,2838,1907,2905,11831,34143,-8883,Low
EMP17867,Reyansh Kulkarni,24,Employee_24,Tech,41330,5995,5007,2747,2385,25237,7740,6309,7843,4893,1901,15627,2086,28653,-20454,Low
EMP17868,Rohit Mishra,33,Employee_33,Finance,109699,7762,13066,1695,2150,84691,16387,5207,8158,4991,2003,3785,2623,36912,40855,High
EMP17869,Aadhya Agarwal,18,Employee_18,Sales,70507,6381,8669,2388,3561,50081,12355,7260,7429,2042,2069,9375,2105,30600,8013,Medium
EMP17870,Vivaan Bansal,28,Employee_28,Sales,105026,7770,12512,2229,883,80884,15007,3674,6799,6382,3450,19326,6270,35799,20689,High
EMP17871,Deepak Trivedi,32,Employee_32,Sales,68649,9996,8461,1218,1573,48962,9245,4001,14220,1945,4037,6837,5191,33853,2141,Low
EMP17872,Aadhya Verma,11,Employee_12,Marketing,80493,7120,9657,1969,4865,55929,9083,7552,14175,1130,3818,5625,12037,35666,3479,Medium
EMP17873,Pooja Reddy,47,Employee_48,Finance,35523,2567,4453,1989,1087,25815,12374,6372,14406,6093,3340,8411,12739,42776,-38924,Low
EMP17874,Arjun Jain,42,Employee_42,Marketing,87159,9710,10475,2038,1459,62730,11544,7709,3200,3017,1240,16398,1160,26708,20500,High
EMP17875,Nikhil Singh,28,Employee_27,HR,50760,2818,6079,2028,1186,38206,19080,4434,1278,5908,1327,9697,7626,31861,-10999,Low
EMP17876,Diya Trivedi,10,Employee_10,Tech,62330,7967,7499,2094,2678,42539,16956,7798,7053,5904,2645,13884,4535,40230,-16968,Low
EMP17877,Rahul Malhotra,45,Employee_46,Tech,68938,5561,8408,1897,3125,50472,12281,6655,7294,6485,1898,18777,8485,34918,-11927,Low
